Configuration,Heuristic,Solved,Solution Depth,Nodes Expanded,Max Fringe Size,Branching Factor
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 15, 13, 10, 14, 11]",h3      ,Solved ,             8,            11,              23,           1.409
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 15, 13, 10, 14, 11]",h4      ,Solved ,             8,            14,              30,           1.458
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 15, 13, 10, 14, 11]",h5      ,Solved ,             8,            11,              23,           1.409
"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 11, 13, 14, 15, 12]",h1      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 11, 13, 14, 15, 12]",h2      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 11, 13, 14, 15, 12]",h3      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 11, 13, 14, 15, 12]",h4      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 10, 11, 13, 14, 15, 12]",h5      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               6,             3.0
